,datum,bana,avd,pris
2,2019-12-23,MANTORP,3,100.000
3,2019-12-23,MANTORP,4,100.000
4,2019-12-23,MANTORP,5,100.000
5,2019-12-23,MANTORP,6,100.000
6,2019-12-23,MANTORP,7,100.000
0,2019-12-21,HALMSTAD,1,125.000
1,2019-12-21,HALMSTAD,2,125.000
2,2019-12-21,HALMSTAD,3,200.000
3,2019-12-21,HALMSTAD,4,100.000
4,2019-12-21,HALMSTAD,5,125.000
5,2019-12-21,HALMSTAD,6,125.000
6,2019-12-21,HALMSTAD,7,125.000
0,2019-12-14,BERGSÅKER,1,125.000
1,2019-12-14,BERGSÅKER,2,125.000
2,2019-12-14,BERGSÅKER,3,200.000
3,2019-12-14,BERGSÅKER,4,200.000
4,2019-12-14,BERGSÅKER,5,125.000
5,2019-12-14,BERGSÅKER,6,125.000
6,2019-12-14,BERGSÅKER,7,150.000
0,2019-12-07,ÅBY,1,150.000
1,2019-12-07,ÅBY,2,125.000
2,2019-12-07,ÅBY,3,125.000
3,2019-12-07,ÅBY,4,125.000
4,2019-12-07,ÅBY,5,125.000
5,2019-12-07,ÅBY,6,200.000
6,2019-12-07,ÅBY,7,125.000
0,2019-12-01,ÖREBRO,1,125.000
1,2019-12-01,ÖREBRO,2,100.000
2,2019-12-01,ÖREBRO,3,100.000
3,2019-12-01,ÖREBRO,4,25.000
4,2019-12-01,ÖREBRO,5,100.000
5,2019-12-01,ÖREBRO,6,100.000
6,2019-12-01,ÖREBRO,7,100.000
0,2019-11-30,GÄVLE,1,150.000
1,2019-11-30,GÄVLE,2,125.000
2,2019-11-30,GÄVLE,3,200.000
3,2019-11-30,GÄVLE,4,200.000
4,2019-11-30,GÄVLE,5,125.000
5,2019-11-30,GÄVLE,6,125.000
6,2019-11-30,GÄVLE,7,125.000
0,2019-11-23,JÄGERSRO,1,150.000
1,2019-11-23,JÄGERSRO,2,125.000
2,2019-11-23,JÄGERSRO,3,125.000
3,2019-11-23,JÄGERSRO,4,700.000
4,2019-11-23,JÄGERSRO,5,125.000
5,2019-11-23,JÄGERSRO,6,200.000
6,2019-11-23,JÄGERSRO,7,150.000
0,2019-11-16,BJERKE,1,150000
1,2019-11-16,BJERKE,2,125000
2,2019-11-16,BJERKE,3,200000
3,2019-11-16,BJERKE,4,150000
4,2019-11-16,BJERKE,5,125000
5,2019-11-16,BJERKE,6,300.000
6,2019-11-16,BJERKE,7,125000
0,2019-11-10,ESKILSTUNA,1,100.000
1,2019-11-10,ESKILSTUNA,2,800.000
2,2019-11-10,ESKILSTUNA,3,100.000
3,2019-11-10,ESKILSTUNA,4,800.000
4,2019-11-10,ESKILSTUNA,5,100.000
5,2019-11-10,ESKILSTUNA,6,800.000
6,2019-11-10,ESKILSTUNA,7,800.000
0,2019-11-09,ESKILSTUNA,1,125.000
1,2019-11-09,ESKILSTUNA,2,125.000
2,2019-11-09,ESKILSTUNA,3,200.000
3,2019-11-09,ESKILSTUNA,4,100.000
4,2019-11-09,ESKILSTUNA,5,125.000
5,2019-11-09,ESKILSTUNA,6,125.000
6,2019-11-09,ESKILSTUNA,7,150.000
0,2019-11-02,SOLVALLA,1,300.000
1,2019-11-02,SOLVALLA,2,250.000
2,2019-11-02,SOLVALLA,3,250.000
3,2019-11-02,SOLVALLA,4,250.000
4,2019-11-02,SOLVALLA,5,250.000
5,2019-11-02,SOLVALLA,6,250.000
6,2019-11-02,SOLVALLA,7,400.000
0,2019-10-27,SOLVALLA,1,200.000
1,2019-10-27,SOLVALLA,2,200.000
2,2019-10-27,SOLVALLA,3,200.000
3,2019-10-27,SOLVALLA,4,200.000
4,2019-10-27,SOLVALLA,5,200.000
5,2019-10-27,SOLVALLA,6,200.000
6,2019-10-27,SOLVALLA,7,200.000
0,2019-10-26,JÄGERSRO,1,125.000
1,2019-10-26,JÄGERSRO,2,125.000
2,2019-10-26,JÄGERSRO,3,125.000
3,2019-10-26,JÄGERSRO,4,125.000
4,2019-10-26,JÄGERSRO,5,150.000
5,2019-10-26,JÄGERSRO,6,400.000
6,2019-10-26,JÄGERSRO,7,125.000
0,2019-10-19,ROMME,1,125.000
1,2019-10-19,ROMME,2,125.000
2,2019-10-19,ROMME,3,200.000
3,2019-10-19,ROMME,4,125.000
4,2019-10-19,ROMME,5,125.000
5,2019-10-19,ROMME,6,150.000
6,2019-10-19,ROMME,7,125.000
0,2019-10-12,ÅBY,1,150.000
1,2019-10-12,ÅBY,2,125.000
2,2019-10-12,ÅBY,3,250.000
3,2019-10-12,ÅBY,4,125.000
4,2019-10-12,ÅBY,5,500.000
5,2019-10-12,ÅBY,6,125.000
6,2019-10-12,ÅBY,7,500.000
0,2019-10-05,SKELLEFTEÅ,1,125.000
1,2019-10-05,SKELLEFTEÅ,2,125.000
2,2019-10-05,SKELLEFTEÅ,3,150.000
3,2019-10-05,SKELLEFTEÅ,4,125.000
4,2019-10-05,SKELLEFTEÅ,5,150.000
5,2019-10-05,SKELLEFTEÅ,6,200.000
6,2019-10-05,SKELLEFTEÅ,7,125.000
0,2019-09-29,SOLVALLA,1,250.000
1,2019-09-29,SOLVALLA,2,100.000
2,2019-09-29,SOLVALLA,3,400.000
3,2019-09-29,SOLVALLA,4,1.400.000
4,2019-09-29,SOLVALLA,5,100.000
5,2019-09-29,SOLVALLA,6,2.000.000
6,2019-09-29,SOLVALLA,7,250.000
0,2019-09-28,SOLVALLA,1,250.000
1,2019-09-28,SOLVALLA,2,200.000
2,2019-09-28,SOLVALLA,3,200.000
3,2019-09-28,SOLVALLA,4,250.000
4,2019-09-28,SOLVALLA,5,250.000
5,2019-09-28,SOLVALLA,6,250.000
6,2019-09-28,SOLVALLA,7,300.000
0,2019-09-21,FÄRJESTAD,1,125.000
1,2019-09-21,FÄRJESTAD,2,125.000
2,2019-09-21,FÄRJESTAD,3,150.000
3,2019-09-21,FÄRJESTAD,4,300.000
4,2019-09-21,FÄRJESTAD,5,125.000
5,2019-09-21,FÄRJESTAD,6,125.000
6,2019-09-21,FÄRJESTAD,7,200.000
0,2019-09-14,BOLLNÄS,1,125.000
1,2019-09-14,BOLLNÄS,2,125.000
2,2019-09-14,BOLLNÄS,3,125.000
3,2019-09-14,BOLLNÄS,4,200.000
4,2019-09-14,BOLLNÄS,5,125.000
5,2019-09-14,BOLLNÄS,6,200.000
6,2019-09-14,BOLLNÄS,7,150.000
0,2019-09-08,BJERKE,1,100.000
1,2019-09-08,BJERKE,2,500.000
2,2019-09-08,BJERKE,3,100.000
3,2019-09-08,BJERKE,4,750.000
4,2019-09-08,BJERKE,5,750000
5,2019-09-08,BJERKE,6,100.000
6,2019-09-08,BJERKE,7,1.000.000
0,2019-09-07,SOLÄNGET,1,125.000
1,2019-09-07,SOLÄNGET,2,125.000
2,2019-09-07,SOLÄNGET,3,125.000
3,2019-09-07,SOLÄNGET,4,125.000
4,2019-09-07,SOLÄNGET,5,125.000
5,2019-09-07,SOLÄNGET,6,200.000
6,2019-09-07,SOLÄNGET,7,150.000
0,2019-09-01,JÄGERSRO,1,100.000
1,2019-09-01,JÄGERSRO,2,125.000
2,2019-09-01,JÄGERSRO,3,1.000.000
3,2019-09-01,JÄGERSRO,4,50.000
4,2019-09-01,JÄGERSRO,5,150.000
5,2019-09-01,JÄGERSRO,6,2.000.000
6,2019-09-01,JÄGERSRO,7,100.000
0,2019-08-31,JÄGERSRO,1,125.000
1,2019-08-31,JÄGERSRO,2,125.000
2,2019-08-31,JÄGERSRO,3,200.000
3,2019-08-31,JÄGERSRO,4,125.000
4,2019-08-31,JÄGERSRO,5,150.000
5,2019-08-31,JÄGERSRO,6,125.000
6,2019-08-31,JÄGERSRO,7,125.000
0,2019-08-25,CHARLOTTENLUND,1,50000
1,2019-08-25,CHARLOTTENLUND,2,50000
2,2019-08-25,CHARLOTTENLUND,3,100000
3,2019-08-25,CHARLOTTENLUND,4,75000
4,2019-08-25,CHARLOTTENLUND,5,25000
5,2019-08-25,CHARLOTTENLUND,6,605000
6,2019-08-25,CHARLOTTENLUND,7,50000
0,2019-08-24,BERGSÅKER,1,125.000
1,2019-08-24,BERGSÅKER,2,250.000
2,2019-08-24,BERGSÅKER,3,150.000
3,2019-08-24,BERGSÅKER,4,250.000
4,2019-08-24,BERGSÅKER,5,125.000
5,2019-08-24,BERGSÅKER,6,125.000
6,2019-08-24,BERGSÅKER,7,1.000.000
0,2019-08-23,BERGSÅKER,1,100.000
1,2019-08-23,BERGSÅKER,2,100.000
2,2019-08-23,BERGSÅKER,3,100.000
3,2019-08-23,BERGSÅKER,4,100.000
4,2019-08-23,BERGSÅKER,5,100.000
5,2019-08-23,BERGSÅKER,6,250.000
6,2019-08-23,BERGSÅKER,7,125.000
0,2019-08-22,BJERKE,1,60.000
1,2019-08-22,BJERKE,2,60.000
2,2019-08-22,BJERKE,3,100.000
3,2019-08-22,BJERKE,4,100.000
4,2019-08-22,BJERKE,5,100000
5,2019-08-22,BJERKE,6,100.000
6,2019-08-22,BJERKE,7,100.000
0,2019-08-21,JÄGERSRO,1,200.000
1,2019-08-21,JÄGERSRO,2,200.000
2,2019-08-21,JÄGERSRO,3,200.000
3,2019-08-21,JÄGERSRO,4,100.000
4,2019-08-21,JÄGERSRO,5,200.000
5,2019-08-21,JÄGERSRO,6,200.000
6,2019-08-21,JÄGERSRO,7,200.000
0,2019-08-17,ÖREBRO,1,125.000
1,2019-08-17,ÖREBRO,2,1.000.000
2,2019-08-17,ÖREBRO,3,200.000
3,2019-08-17,ÖREBRO,4,125.000
4,2019-08-17,ÖREBRO,5,125.000
5,2019-08-17,ÖREBRO,6,1.000.000
6,2019-08-17,ÖREBRO,7,150.000
0,2019-08-14,SOLVALLA,1,100.000
1,2019-08-14,SOLVALLA,2,200.000
2,2019-08-14,SOLVALLA,3,900.000
3,2019-08-14,SOLVALLA,4,100.000
4,2019-08-14,SOLVALLA,5,300.000
5,2019-08-14,SOLVALLA,6,1.000.000
6,2019-08-14,SOLVALLA,7,100.000
0,2019-08-11,DANNERO,1,100.000
1,2019-08-11,DANNERO,2,350.000
2,2019-08-11,DANNERO,3,100.000
3,2019-08-11,DANNERO,4,600.000
4,2019-08-11,DANNERO,5,125.000
5,2019-08-11,DANNERO,6,150.000
6,2019-08-11,DANNERO,7,100.000
0,2019-08-10,ÅBY,1,250.000
1,2019-08-10,ÅBY,2,250.000
2,2019-08-10,ÅBY,3,300.000
3,2019-08-10,ÅBY,4,250.000
4,2019-08-10,ÅBY,5,250.000
5,2019-08-10,ÅBY,6,250.000
6,2019-08-10,ÅBY,7,2.000.000
0,2019-08-03,RÄTTVIK,1,150.000
1,2019-08-03,RÄTTVIK,2,125.000
2,2019-08-03,RÄTTVIK,3,200.000
3,2019-08-03,RÄTTVIK,4,125.000
4,2019-08-03,RÄTTVIK,5,125.000
5,2019-08-03,RÄTTVIK,6,125.000
6,2019-08-03,RÄTTVIK,7,300.000
0,2019-07-30,JÄGERSRO,1,200.000
1,2019-07-30,JÄGERSRO,2,80.000
2,2019-07-30,JÄGERSRO,3,600.000
3,2019-07-30,JÄGERSRO,4,80.000
4,2019-07-30,JÄGERSRO,5,100.000
5,2019-07-30,JÄGERSRO,6,1.609.000
6,2019-07-30,JÄGERSRO,7,250.000
0,2019-07-27,HAGMYREN,1,150.000
1,2019-07-27,HAGMYREN,2,125.000
2,2019-07-27,HAGMYREN,3,125.000
3,2019-07-27,HAGMYREN,4,125.000
4,2019-07-27,HAGMYREN,5,125.000
5,2019-07-27,HAGMYREN,6,200.000
6,2019-07-27,HAGMYREN,7,125.000
0,2019-07-21,AXEVALLA,1,100.000
1,2019-07-21,AXEVALLA,2,100.000
2,2019-07-21,AXEVALLA,3,100.000
3,2019-07-21,AXEVALLA,4,125.000
4,2019-07-21,AXEVALLA,5,100.000
5,2019-07-21,AXEVALLA,6,1.200.000
6,2019-07-21,AXEVALLA,7,125.000
0,2019-07-20,AXEVALLA,1,125.000
1,2019-07-20,AXEVALLA,2,125.000
2,2019-07-20,AXEVALLA,3,125.000
3,2019-07-20,AXEVALLA,4,125.000
4,2019-07-20,AXEVALLA,5,150.000
5,2019-07-20,AXEVALLA,6,200.000
6,2019-07-20,AXEVALLA,7,125.000
0,2019-07-13,ÅRJÄNG,1,150.000
1,2019-07-13,ÅRJÄNG,2,125.000
2,2019-07-13,ÅRJÄNG,3,200.000
3,2019-07-13,ÅRJÄNG,4,125.000
4,2019-07-13,ÅRJÄNG,5,125.000
5,2019-07-13,ÅRJÄNG,6,125.000
6,2019-07-13,ÅRJÄNG,7,600.000
0,2019-07-07,JARLSBERG,1,75.000
1,2019-07-07,JARLSBERG,2,60.000
2,2019-07-07,JARLSBERG,3,60.000
3,2019-07-07,JARLSBERG,4,40.000
4,2019-07-07,JARLSBERG,5,200000
5,2019-07-07,JARLSBERG,6,60.000
6,2019-07-07,JARLSBERG,7,750.000
0,2019-07-06,HALMSTAD,1,125.000
1,2019-07-06,HALMSTAD,2,125.000
2,2019-07-06,HALMSTAD,3,200.000
3,2019-07-06,HALMSTAD,4,125.000
4,2019-07-06,HALMSTAD,5,150.000
5,2019-07-06,HALMSTAD,6,800.000
6,2019-07-06,HALMSTAD,7,125.000
0,2019-07-04,HALMSTAD,1,75.000
1,2019-07-04,HALMSTAD,2,150.000
2,2019-07-04,HALMSTAD,3,150.000
3,2019-07-04,HALMSTAD,4,150.000
4,2019-07-04,HALMSTAD,5,125.000
5,2019-07-04,HALMSTAD,6,150.000
6,2019-07-04,HALMSTAD,7,125.000
0,2019-06-29,ESKILSTUNA,1,250.000
1,2019-06-29,ESKILSTUNA,2,250.000
2,2019-06-29,ESKILSTUNA,3,1.000.000
3,2019-06-29,ESKILSTUNA,4,400.000
4,2019-06-29,ESKILSTUNA,5,250.000
5,2019-06-29,ESKILSTUNA,6,1.000.000
6,2019-06-29,ESKILSTUNA,7,300.000
0,2019-06-23,KALMAR,1,125.000
1,2019-06-23,KALMAR,2,125.000
2,2019-06-23,KALMAR,3,200.000
3,2019-06-23,KALMAR,4,125.000
4,2019-06-23,KALMAR,5,150.000
5,2019-06-23,KALMAR,6,125.000
6,2019-06-23,KALMAR,7,125.000
0,2019-06-15,BODEN,1,125.000
1,2019-06-15,BODEN,2,125.000
2,2019-06-15,BODEN,3,125.000
3,2019-06-15,BODEN,4,125.000
4,2019-06-15,BODEN,5,150.000
5,2019-06-15,BODEN,6,125.000
6,2019-06-15,BODEN,7,1.000.000
0,2019-06-09,BJERKE,1,200.000
1,2019-06-09,BJERKE,2,200.000
2,2019-06-09,BJERKE,3,125.000
3,2019-06-09,BJERKE,4,300.000
4,2019-06-09,BJERKE,5,200000
5,2019-06-09,BJERKE,6,300.000
6,2019-06-09,BJERKE,7,1.500.000
0,2019-06-08,ÖSTERSUND,1,125.000
1,2019-06-08,ÖSTERSUND,2,125.000
2,2019-06-08,ÖSTERSUND,3,125.000
3,2019-06-08,ÖSTERSUND,4,125.000
4,2019-06-08,ÖSTERSUND,5,125.000
5,2019-06-08,ÖSTERSUND,6,700.000
6,2019-06-08,ÖSTERSUND,7,150.000
0,2019-06-01,MANTORP,1,300.000
1,2019-06-01,MANTORP,2,125.000
2,2019-06-01,MANTORP,3,125.000
3,2019-06-01,MANTORP,4,125.000
4,2019-06-01,MANTORP,5,150.000
5,2019-06-01,MANTORP,6,200.000
6,2019-06-01,MANTORP,7,125.000
0,2019-05-26,SOLVALLA,1,500.000
1,2019-05-26,SOLVALLA,2,250.000
2,2019-05-26,SOLVALLA,3,250.000
3,2019-05-26,SOLVALLA,4,1.000.000
4,2019-05-26,SOLVALLA,5,300.000
5,2019-05-26,SOLVALLA,6,500.000
6,2019-05-26,SOLVALLA,7,150.000
0,2019-05-25,SOLVALLA,1,250.000
1,2019-05-25,SOLVALLA,2,250.000
2,2019-05-25,SOLVALLA,3,250.000
3,2019-05-25,SOLVALLA,4,250.000
4,2019-05-25,SOLVALLA,5,250.000
5,2019-05-25,SOLVALLA,6,300.000
6,2019-05-25,SOLVALLA,7,900.000
0,2019-05-18,GÄVLE,1,150.000
1,2019-05-18,GÄVLE,2,125.000
2,2019-05-18,GÄVLE,3,200.000
3,2019-05-18,GÄVLE,4,125.000
4,2019-05-18,GÄVLE,5,125.000
5,2019-05-18,GÄVLE,6,500.000
6,2019-05-18,GÄVLE,7,125.000
0,2019-05-12,CHARLOTTENLUND,1,75000
1,2019-05-12,CHARLOTTENLUND,2,75000
2,2019-05-12,CHARLOTTENLUND,3,100000
3,2019-05-12,CHARLOTTENLUND,4,100000
4,2019-05-12,CHARLOTTENLUND,5,110000
5,2019-05-12,CHARLOTTENLUND,6,375000
6,2019-05-12,CHARLOTTENLUND,7,100000
0,2019-05-11,ÅBY,1,1.150.000
1,2019-05-11,ÅBY,2,125.000
2,2019-05-11,ÅBY,3,200.000
3,2019-05-11,ÅBY,4,125.000
4,2019-05-11,ÅBY,5,150.000
5,2019-05-11,ÅBY,6,125.000
6,2019-05-11,ÅBY,7,1.150.000
0,2019-05-04,ÖREBRO,1,125.000
1,2019-05-04,ÖREBRO,2,125.000
2,2019-05-04,ÖREBRO,3,200.000
3,2019-05-04,ÖREBRO,4,125.000
4,2019-05-04,ÖREBRO,5,125.000
5,2019-05-04,ÖREBRO,6,150.000
6,2019-05-04,ÖREBRO,7,400.000
0,2019-05-01,BERGSÅKER,1,100.000
1,2019-05-01,BERGSÅKER,2,125.000
2,2019-05-01,BERGSÅKER,3,100.000
3,2019-05-01,BERGSÅKER,4,100.000
4,2019-05-01,BERGSÅKER,5,100.000
5,2019-05-01,BERGSÅKER,6,100.000
6,2019-05-01,BERGSÅKER,7,200.000
0,2019-04-27,ÅBY,1,150.000
1,2019-04-27,ÅBY,2,125.000
2,2019-04-27,ÅBY,3,150.000
3,2019-04-27,ÅBY,4,125.000
4,2019-04-27,ÅBY,5,300.000
5,2019-04-27,ÅBY,6,125.000
6,2019-04-27,ÅBY,7,1.500.000
0,2019-04-21,ROMME,1,125.000
1,2019-04-21,ROMME,2,125.000
2,2019-04-21,ROMME,3,200.000
3,2019-04-21,ROMME,4,200.000
4,2019-04-21,ROMME,5,125.000
5,2019-04-21,ROMME,6,150.000
6,2019-04-21,ROMME,7,125.000
0,2019-04-20,KLOSTERSKOGEN,1,125.000
1,2019-04-20,KLOSTERSKOGEN,2,100.000
2,2019-04-20,KLOSTERSKOGEN,3,110.000
3,2019-04-20,KLOSTERSKOGEN,4,100.000
4,2019-04-20,KLOSTERSKOGEN,5,100000
5,2019-04-20,KLOSTERSKOGEN,6,200.000
6,2019-04-20,KLOSTERSKOGEN,7,250.000
0,2019-04-19,FÄRJESTAD,1,100.000
1,2019-04-19,FÄRJESTAD,2,100.000
2,2019-04-19,FÄRJESTAD,3,100.000
3,2019-04-19,FÄRJESTAD,4,125.000
4,2019-04-19,FÄRJESTAD,5,100.000
5,2019-04-19,FÄRJESTAD,6,100.000
6,2019-04-19,FÄRJESTAD,7,250.000
0,2019-04-18,GÄVLE,1,100.000
1,2019-04-18,GÄVLE,2,100.000
2,2019-04-18,GÄVLE,3,150.000
3,2019-04-18,GÄVLE,4,100.000
4,2019-04-18,GÄVLE,5,100.000
5,2019-04-18,GÄVLE,6,100.000
6,2019-04-18,GÄVLE,7,125.000
0,2019-04-13,UMÅKER,1,200.000
1,2019-04-13,UMÅKER,2,125.000
2,2019-04-13,UMÅKER,3,200.000
3,2019-04-13,UMÅKER,4,125.000
4,2019-04-13,UMÅKER,5,150.000
5,2019-04-13,UMÅKER,6,125.000
6,2019-04-13,UMÅKER,7,125.000
0,2019-04-06,JÄGERSRO,1,125.000
1,2019-04-06,JÄGERSRO,2,150.000
2,2019-04-06,JÄGERSRO,3,200.000
3,2019-04-06,JÄGERSRO,4,125.000
4,2019-04-06,JÄGERSRO,5,125.000
5,2019-04-06,JÄGERSRO,6,125.000
6,2019-04-06,JÄGERSRO,7,150.000
0,2019-03-31,BODEN,1,100.000
1,2019-03-31,BODEN,2,100.000
2,2019-03-31,BODEN,3,100.000
3,2019-03-31,BODEN,4,100.000
4,2019-03-31,BODEN,5,100.000
5,2019-03-31,BODEN,6,100.000
6,2019-03-31,BODEN,7,100.000
0,2019-03-30,SOLVALLA,1,250.000
1,2019-03-30,SOLVALLA,2,250.000
2,2019-03-30,SOLVALLA,3,250.000
3,2019-03-30,SOLVALLA,4,250.000
4,2019-03-30,SOLVALLA,5,250.000
5,2019-03-30,SOLVALLA,6,400.000
6,2019-03-30,SOLVALLA,7,300.000
0,2019-03-23,MOMARKEN,1,100000
1,2019-03-23,MOMARKEN,2,110000
2,2019-03-23,MOMARKEN,3,125000
3,2019-03-23,MOMARKEN,4,150000
4,2019-03-23,MOMARKEN,5,125000
5,2019-03-23,MOMARKEN,6,200000
6,2019-03-23,MOMARKEN,7,125000
0,2019-03-16,MANTORP,1,125.000
1,2019-03-16,MANTORP,2,100.000
2,2019-03-16,MANTORP,3,200.000
3,2019-03-16,MANTORP,4,125.000
4,2019-03-16,MANTORP,5,150.000
5,2019-03-16,MANTORP,6,125.000
6,2019-03-16,MANTORP,7,125.000
0,2019-03-09,FÄRJESTAD,1,125.000
1,2019-03-09,FÄRJESTAD,2,125.000
2,2019-03-09,FÄRJESTAD,3,200.000
3,2019-03-09,FÄRJESTAD,4,125.000
4,2019-03-09,FÄRJESTAD,5,125.000
5,2019-03-09,FÄRJESTAD,6,150.000
6,2019-03-09,FÄRJESTAD,7,125.000
0,2019-03-03,ESKILSTUNA,1,100.000
1,2019-03-03,ESKILSTUNA,2,125.000
2,2019-03-03,ESKILSTUNA,3,100.000
3,2019-03-03,ESKILSTUNA,4,100.000
4,2019-03-03,ESKILSTUNA,5,125.000
5,2019-03-03,ESKILSTUNA,6,100.000
6,2019-03-03,ESKILSTUNA,7,125.000
0,2019-03-02,HALMSTAD,1,125.000
1,2019-03-02,HALMSTAD,2,125.000
2,2019-03-02,HALMSTAD,3,200.000
3,2019-03-02,HALMSTAD,4,125.000
4,2019-03-02,HALMSTAD,5,125.000
5,2019-03-02,HALMSTAD,6,125.000
6,2019-03-02,HALMSTAD,7,150.000
0,2019-02-23,BERGSÅKER,1,125.000
1,2019-02-23,BERGSÅKER,2,125.000
2,2019-02-23,BERGSÅKER,3,200.000
3,2019-02-23,BERGSÅKER,4,125.000
4,2019-02-23,BERGSÅKER,5,125.000
5,2019-02-23,BERGSÅKER,6,150.000
6,2019-02-23,BERGSÅKER,7,125.000
0,2019-02-16,AXEVALLA,1,125.000
1,2019-02-16,AXEVALLA,2,125.000
2,2019-02-16,AXEVALLA,3,200.000
3,2019-02-16,AXEVALLA,4,125.000
4,2019-02-16,AXEVALLA,5,150.000
5,2019-02-16,AXEVALLA,6,125.000
6,2019-02-16,AXEVALLA,7,125.000
0,2019-02-09,SOLVALLA,1,200.000
1,2019-02-09,SOLVALLA,2,200.000
2,2019-02-09,SOLVALLA,3,200.000
3,2019-02-09,SOLVALLA,4,200.000
4,2019-02-09,SOLVALLA,5,200.000
5,2019-02-09,SOLVALLA,6,200.000
6,2019-02-09,SOLVALLA,7,200.000
0,2019-02-02,ÅBY,1,250.000
1,2019-02-02,ÅBY,2,250.000
2,2019-02-02,ÅBY,3,250.000
3,2019-02-02,ÅBY,4,250.000
4,2019-02-02,ÅBY,5,250.000
5,2019-02-02,ÅBY,6,400.000
6,2019-02-02,ÅBY,7,300.000
0,2019-01-27,BOLLNÄS,1,100.000
1,2019-01-27,BOLLNÄS,2,100.000
2,2019-01-27,BOLLNÄS,3,100.000
3,2019-01-27,BOLLNÄS,4,100.000
4,2019-01-27,BOLLNÄS,5,100.000
5,2019-01-27,BOLLNÄS,6,100.000
6,2019-01-27,BOLLNÄS,7,100.000
0,2019-01-26,KALMAR,1,125.000
1,2019-01-26,KALMAR,2,125.000
2,2019-01-26,KALMAR,3,200.000
3,2019-01-26,KALMAR,4,100.000
4,2019-01-26,KALMAR,5,125.000
5,2019-01-26,KALMAR,6,125.000
6,2019-01-26,KALMAR,7,150.000
0,2019-01-19,SOLVALLA,1,125.000
1,2019-01-19,SOLVALLA,2,125.000
2,2019-01-19,SOLVALLA,3,200.000
3,2019-01-19,SOLVALLA,4,125.000
4,2019-01-19,SOLVALLA,5,125.000
5,2019-01-19,SOLVALLA,6,150.000
6,2019-01-19,SOLVALLA,7,125.000
0,2019-01-12,JÄGERSRO,1,125.000
1,2019-01-12,JÄGERSRO,2,125.000
2,2019-01-12,JÄGERSRO,3,200.000
3,2019-01-12,JÄGERSRO,4,125.000
4,2019-01-12,JÄGERSRO,5,125.000
5,2019-01-12,JÄGERSRO,6,150.000
6,2019-01-12,JÄGERSRO,7,125.000
0,2019-01-05,BERGSÅKER,1,125.000
1,2019-01-05,BERGSÅKER,2,125.000
2,2019-01-05,BERGSÅKER,3,200.000
3,2019-01-05,BERGSÅKER,4,125.000
4,2019-01-05,BERGSÅKER,5,125.000
5,2019-01-05,BERGSÅKER,6,150.000
6,2019-01-05,BERGSÅKER,7,125.000
0,2018-12-31,AXEVALLA,1,100.000
1,2018-12-31,AXEVALLA,2,100.000
2,2018-12-31,AXEVALLA,3,100.000
3,2018-12-31,AXEVALLA,4,100.000
4,2018-12-31,AXEVALLA,5,100.000
5,2018-12-31,AXEVALLA,6,100.000
6,2018-12-31,AXEVALLA,7,100.000
0,2018-12-30,BJERKE,1,75.000
1,2018-12-30,BJERKE,2,75.000
2,2018-12-30,BJERKE,3,75.000
3,2018-12-30,BJERKE,4,75.000
4,2018-12-30,BJERKE,5,75000
5,2018-12-30,BJERKE,6,100.000
6,2018-12-30,BJERKE,7,75000
0,2018-12-29,ROMME,1,150.000
1,2018-12-29,ROMME,2,100.000
2,2018-12-29,ROMME,3,200.000
3,2018-12-29,ROMME,4,125.000
4,2018-12-29,ROMME,5,125.000
5,2018-12-29,ROMME,6,125.000
6,2018-12-29,ROMME,7,125.000
0,2018-12-28,ÅRHUS,1,50000
1,2018-12-28,ÅRHUS,2,50000
2,2018-12-28,ÅRHUS,3,50000
3,2018-12-28,ÅRHUS,4,60000
4,2018-12-28,ÅRHUS,5,50000
5,2018-12-28,ÅRHUS,6,50000
6,2018-12-28,ÅRHUS,7,50000
0,2018-12-27,MOMARKEN,1,75.000
1,2018-12-27,MOMARKEN,2,75.000
2,2018-12-27,MOMARKEN,3,75.000
3,2018-12-27,MOMARKEN,4,75.000
4,2018-12-27,MOMARKEN,5,75000
5,2018-12-27,MOMARKEN,6,75.000
6,2018-12-27,MOMARKEN,7,100.000
0,2018-12-26,SOLVALLA,1,250.000
1,2018-12-26,SOLVALLA,2,250.000
2,2018-12-26,SOLVALLA,3,400.000
3,2018-12-26,SOLVALLA,4,250.000
4,2018-12-26,SOLVALLA,5,300.000
5,2018-12-26,SOLVALLA,6,250.000
6,2018-12-26,SOLVALLA,7,250.000
0,2018-12-25,UMÅKER,1,100.000
1,2018-12-25,UMÅKER,2,100.000
2,2018-12-25,UMÅKER,3,100.000
3,2018-12-25,UMÅKER,4,100.000
4,2018-12-25,UMÅKER,5,100.000
5,2018-12-25,UMÅKER,6,100.000
6,2018-12-25,UMÅKER,7,100.000
0,2018-12-23,HALMSTAD,1,100.000
1,2018-12-23,HALMSTAD,2,100.000
2,2018-12-23,HALMSTAD,3,100.000
3,2018-12-23,HALMSTAD,4,100.000
4,2018-12-23,HALMSTAD,5,100.000
5,2018-12-23,HALMSTAD,6,100.000
6,2018-12-23,HALMSTAD,7,100.000
0,2018-12-22,MANTORP,1,125.000
1,2018-12-22,MANTORP,2,100.000
2,2018-12-22,MANTORP,3,125.000
3,2018-12-22,MANTORP,4,125.000
4,2018-12-22,MANTORP,5,150.000
5,2018-12-22,MANTORP,6,125.000
6,2018-12-22,MANTORP,7,125.000
0,2018-12-15,ÅBY,1,150.000
1,2018-12-15,ÅBY,2,125.000
