datum,bana,avd,häst,kön,ålder,kusk,spår,vodds,podds,plac,start,lopp_dist,dist,tid,kr,h1_dat,h1_bana,h1_kusk,h1_plac,h1_dist,h1_spår,h1_kmtid,h1_odds,h1_pris,h2_dat,h2_bana,h2_kusk,h2_plac,h2_dist,h2_spår,h2_kmtid,h2_odds,h2_pris,h3_dat,h3_bana,h3_kusk,h3_plac,h3_dist,h3_spår,h3_kmtid,h3_odds,h3_pris,h4_dat,h4_bana,h4_kusk,h4_plac,h4_dist,h4_spår,h4_kmtid,h4_odds,h4_pris,h5_dat,h5_bana,h5_kusk,h5_plac,h5_dist,h5_spår,h5_kmtid,h5_odds,h5_pris
2020-04-25,ÅBY,5,BUCKS TO BURN,v,7,Örjan Kihlström,1,"10,85","2,58 - 4,51",7,VOLTSTART,3140M,3180,"1.13,7",35 977,200412,Romme,Kenneth Haugstad,0,2140,1,"13,7a","38,99",150',200401,Bergsåker,Ulf Ohlsson,3,2140,2,"12,7a","1,93",60',200211,Vincennes,Franck Nivard,3,2100,,"11,7a","2,50",,200205,Vincennes,Franck Nivard,5,2100,,"12,1a","2,70",,190928,Solvalla,Örjan Kihlström,6,2140,10,"11,8a","13,90",300'
2020-04-25,ÅBY,5,TYSON DIMANCHE,v,7,Ulf Ohlsson,2,"84,78","11,98 - 23,30",0,VOLTSTART,3140M,3140,"1.14,8",11 212,200404,Jägersro,Carl Johan Jepson,d,1640,8,uag,"68,74",110',200314,Halmstad,William Ekberg,4,2140,9,"13,4a","14,48",110',200303,Axevalla,Carl Johan Jepson,3,2640,6,"16,4a","3,56",35',191123,Jägersro,Carl Johan Jepson,d,2640,7,ug,"4,63",125',191113,Solvalla,Carl Johan Jepson,1,3160,9,"16,5","5,89",60'
2020-04-25,ÅBY,5,EDMUND,v,5,Iikka Nurmonen,1,"58,72","5,98 - 11,36",0,VOLTSTART,3140M,3140,"1.14,8",12 757,200410,Färjestad,Thomas Dalborg,3,3140,2,"14,7","59,90",100',200324,Axevalla,Thomas Dalborg,0,2160,4,"19,0g","5,72",25',200208,Solvalla,Thomas Dalborg,4,2140,10,"14,6a","32,66",220',200201,Åby,Kai P Jussila,6,2640,15,"16,0a","14,69",150',200125,Eskilstuna,Thomas Dalborg,2,2140,10,"15,0a","34,25",110'
2020-04-25,ÅBY,5,HARRAN BOKO,v,6,Conrad Lugauer,3,"5,12","1,68 - 2,71",0,VOLTSTART,3140M,3180,"1.14,0",43 303,200324,Jägersro,Conrad Lugauer,1,2140,2,"13,4a","1,75",30',200208,Solvalla,Marc Elias,1,2140,12,"13,3a","9,46",250',200125,Vincennes,Marc Elias,3,2850,,"15,5","7,10",,200104,Jägersro,Ken Ecce,1,2140,2,"13,7a","4,06",125',191226,Solvalla,Conrad Lugauer,d,2140,10,12ag,"5,01",250'
2020-04-25,ÅBY,5,DON CASH,h,5,Jeppe Juel,3,"38,55","5,51 - 10,43",0,VOLTSTART,3140M,3140,"1.15,0",12 489,200404,Jägersro,Jeppe Juel,2,3140,3,"15,4","4,84",100',200208,Ålborg,Jeppe Juel,1,2140,,"14,7a","1,75",,200129,Åby,Jeppe Juel,3,1640,10,"14,0a","5,32",30',200111,Ålborg,Jeppe Juel,1,1640,,"15,0a","1,87",,191229,Charlottenlund,Jeppe Juel,6,2000,,"16,0a","3,10",
2020-04-25,ÅBY,5,CYRIUS D'ARIANE,v,8,Jorma Kontio,3,"7,96","1,96 - 3,28",0,VOLTSTART,3140M,3160,"1.14,6",18 934,200415,Solvalla,Jorma Kontio,1,3180,8,"13,8","10,31",60',200324,Bollnäs,Jorma Kontio,4,2660,7,"15,7","2,00",35',200311,Bergsåker,Magnus A Djuse,2,3160,3,"16,8","3,24",60',200229,Bergsåker,Jorma Kontio,2,3140,6,"15,8ag","7,67",110',200222,Axevalla,Jorma Kontio,3,3180,2,"17,4","4,67",100'
2020-04-25,ÅBY,5,CROWN WOOD,v,7,Joakim Lövgren,2,"119,80","13,11 - 25,52",d,VOLTSTART,3140M,3160,ug,9 567,200122,Hamburg,Michael Larsen,d,2200,,0g,"1,70",,200104,Jägersro,Jörgen Sjunnesson,2,3160,4,"16,7","11,66",100',191212,Hamburg,Jörgen Sjunnesson,1,2200,,"14,9a","1,70",,191201,Hamburg,Jörgen Sjunnesson,2,2200,,"15,6","1,90",,191124,Hamburg,Michael Larsen,4,1680,,"14,0a","5,60",
2020-04-25,ÅBY,6,IVORY DI QUATTRO,h,5,Robert Bergh,10,"6,02","2,38",1,AUTOSTART,2640M,2640,"1.12,2",19 487,200408,Åby,Robert Bergh,1,3160,4,"14,7","3,50",60',200325,Solvalla,Dwight Pieters,1,2140,4,"14,0a","2,74",40',200111,Bergsåker,Robert Bergh,0,2640,5,"16,6g","8,47",110',191230,Åby,Åke Svanstedt,2,2640,4,"15,7a","1,92",30',191207,Åby,Örjan Kihlström,1,2660,6,"15,8","2,03",30'
2020-04-25,ÅBY,6,ARMOUR AS,h,4,Jorma Kontio,11,"7,68","2,60",2,AUTOSTART,2640M,2640,"1.12,3",17 764,200404,Jägersro,Johan Untersteiner,d,1640,11,9ag,"11,36",110',200318,Jägersro,Stefan Persson,2,2140,3,"13,9a","15,47",60',200201,Åby,Victor Rosleff,2,2640,8,"15,7a","5,22",150',200115,Åby,Peter Ingves,2,2640,1,"15,9a","5,36",60',191221,Halmstad,Peter Arnqvist,2,2140,12,"15,2a","2,14",35'
2020-04-25,ÅBY,6,BENJAMIN S.H.,h,4,Carl Johan Jepson,9,"53,80","10,02",3,AUTOSTART,2640M,2640,"1.12,6",21 035,200413,Halmstad,Fredrik Persson,1,2140,3,"14,5a","13,28",35',200316,Mantorp,Fredrik Persson,d,2140,7,3ag,"7,77",35',191206,Kalmar,Fredrik Persson,5,2140,4,"15,5a","12,30",150',191113,Jägersro,Fredrik Persson,1,2140,2,"15,0a","17,87",60',191025,Kalmar,Fredrik Persson,3,2160,2,"15,3g","2,42",60'
2020-04-25,ÅBY,6,KING OF EVERYTHING,h,4,Claes Svensson,5,"6,68","2,12 - 2,96",4,AUTOSTART,2640M,2640,"1.13,4",35 500,200410,Eskilstuna,Claes Svensson,2,1640,2,"11,3a","1,41",50',200328,Solvalla,Claes Svensson,3,2140,5,"13,3a","1,38",220',200307,Färjestad,Claes Svensson,1,2140,4,"14,3a","1,95",110',200226,Åby,Claes Svensson,1,2140,5,"14,0a","2,55",40',200211,Axevalla,Claes Svensson,1,1640,3,"14,6a","1,87",30'
2020-04-25,ÅBY,6,ZEPPELIN KYU BAR,h,5,Alessandro Gocciadoro,7,"3,40","1,75 - 2,27",5,AUTOSTART,2640M,2640,"1.13,6g",25 973,200214,Neapel,Alessandro Gocciadoro,3,1600,,"12,9a","1,30",,200119,Milano,Alessandro Gocciadoro,1,1650,,"12,2a","2,80",,191215,Turin,Alessandro Gocciadoro,d,2080,,0g,"1,90",,191129,Turin,Alessandro Gocciadoro,2,2080,,"13,8","1,20",,191019,Turin,Alessandro Gocciadoro,1,2100,,"13,8","1,20",
2020-04-25,ÅBY,6,TWIGS CEASAR,v,8,Björn Goop,1,"28,38","3,67 - 5,39",6,AUTOSTART,2640M,2640,"1.13,7",17 007,200416,Åby,Björn Goop,0,1640,7,"12,7a","10,81",30',190810,Åby,Örjan Kihlström,3,2140,7,"13,2a","35,71",250',190713,Årjäng,Björn Goop,3,2140,9,"12,4a","10,84",125',190617,Färjestad,Björn Goop,1,2140,9,"14,2","1,66",25',190424,Solvalla,Björn Goop,2,2640,4,"14,9","4,23",60'
2020-04-25,ÅBY,6,ADMIRAL KNICK,h,4,Erik Adielsson,8,"91,03","12,36 - 18,93",7,AUTOSTART,2640M,2640,"1.14,0",26 850,200402,Åby,Björn Goop,d,1640,10,uag,"7,81",35',(191109),Jarlsberg,Frode Hamre,2,2100,,"15,2a","11,20",,(191026),Bergen,Frode Hamre,2,2100,,"14,2a","8,10",,190925,Åby,Thomas Uhrberg,4,2160,1,"14,5","14,44",70',190908,Bjerke,Frode Hamre,5,2100,,"14,1a","37,80",
2020-04-25,ÅBY,6,MARTIN TOOMA,v,4,Kevin Oscarsson,4,"21,48","3,14 - 4,57",0,AUTOSTART,2640M,2640,"1.14,2",17 709,200410,Färjestad,Kevin Oscarsson,4,2140,2,"13,0a","52,56",110',200328,Solvalla,Kevin Oscarsson,5,2140,3,"13,4a","23,95",220',200222,Axevalla,Kevin Oscarsson,1,1640,8,"14,4a","16,81",110',200129,Åby,Johan Untersteiner,1,1640,4,"13,7a","9,21",30',191217,Jägersro,Johan Untersteiner,3,2160,1,"15,2","9,94",60'
2020-04-25,ÅBY,6,VICTORY'S CLUB,h,6,Adrian Kolgjini,6,"30,97","5,39 - 8,10",0,AUTOSTART,2640M,2640,"1.15,8g",11 091,200404,Jägersro,Kaj Widell,2,1640,3,"12,0a","9,32",110',200324,Axevalla,André Eklundh,d,2140,6,8ag,"2,72",25',191104,Italien,M Matteini,1,1600,,"12,6a","1,40",,191007,Italien,G Jr Lombardo,2,1600,,"12,8a","1,20",,190902,Italien,M Matteini,1,1600,,"11,1a","1,70",
2020-04-25,ÅBY,6,BROAD VISION,h,5,Tom Erik Solberg,12,"62,59","9,10 - 13,93",d,AUTOSTART,2640M,2640,ug,8 870,200416,Åby,Bo Westergaard,0,1640,8,uag,"5,47",30',200331,Jägersro,Mads Henriksen,1,2140,4,"14,7a","1,58",30',200305,Åby,Tom Erik Solberg,1,2140,7,"14,0a","3,81",35',200131,Ålborg,Tom Erik Solberg,1,1640,,"14,5a","1,77",,(191026),Bergen,Adrian Solberg Akselsen,d,2620,,,"12,50",
2020-04-25,ÅBY,6,AMAZING WARRIOR,v,6,Iikka Nurmonen,2,"4,48","1,77 - 2,32",d,AUTOSTART,2640M,2640,tr3,10 026,200416,Örebro,Iikka Nurmonen,1,2100,11,"13,7a","4,67",30',200314,Vermo,Ari Moilanen,2,2620,,"16,1a","1,70",,200201,Åbo,Ari Moilanen,0,2100,,"16,0a","5,60",,200124,Åbo,Ari Moilanen,1,2100,,"16,7","1,50",,200115,Vermo,Ari Moilanen,1,2620,,"16,8a","1,50",
2020-04-25,ÅBY,7,CONRADS RÖDLUVA,s,5,Örjan Kihlström,5,"1,45","1,15",1,AUTOSTART,2140M,2140,"1.12,7",459 309,200401,Solvalla,Örjan Kihlström,1,2140,6,"14,4a","1,23",100',191110,Eskilstuna,Örjan Kihlström,1,2140,4,"11,8a","3,34",800',191027,Solvalla,Örjan Kihlström,1,2140,4,"12,0a","1,74",200',191016,Solvalla,Örjan Kihlström,1,2140,3,"13,6a","1,12",60',190901,Jägersro,Örjan Kihlström,2,2140,4,"12,1a","2,33",1000'
2020-04-25,ÅBY,7,ZANIAH BI,s,5,Alessandro Gocciadoro,3,"6,07","1,55",2,AUTOSTART,2140M,2140,"1.12,8",79 027,200216,Milano,Alessandro Gocciadoro,0,2250,,"14,1a","2,40",,191207,Neapel,Alessandro Gocciadoro,5,1600,,"11,1a","1,60",,191013,Italien,Alessandro Gocciadoro,1,1609,,"11,4a","1,50",,190929,Bologna,Alessandro Gocciadoro,1,2060,,"12,5a","2,30",,190810,Italien,Maurizio Biasuzzi,1,2100,,"12,9a","2,00",
2020-04-25,ÅBY,7,VIKENS FINGERPRINT,s,5,Oskar J Andersson,11,"20,98","2,15",3,AUTOSTART,2140M,2140,"1.12,8",31 081,200410,Färjestad,Oskar J Andersson,2,2140,7,"13,4a","6,55",100',200401,Solvalla,Oskar J Andersson,2,2140,3,"14,6a","6,71",100',200317,Örebro,Oskar J Andersson,1,2100,2,"13,8a","4,36",40',200118,Kalmar,Henriette Larsen,d,2140,14,11ag,"6,39",110',191231,Axevalla,Oskar J Andersson,2,2180,2,"15,3","2,74",100'
2020-04-25,ÅBY,7,SUNDAY SONATA,s,5,Kevin Oscarsson,9,"102,66","6,74 - 18,76",4,AUTOSTART,2140M,2140,"1.13,0",36 581,200415,Jägersro,Kevin Oscarsson,2,1640,1,"12,3a","7,53",60',200404,Jägersro,Kevin Oscarsson,4,3160,4,"15,3","15,00",100',200314,Halmstad,Erik Adielsson,4,2160,1,"14,0","6,65",110',200208,Solvalla,Erik Adielsson,2,2140,4,"14,4a","11,84",220',200118,Kalmar,Carl Johan Jepson,1,2160,8,"14,9","15,43",110'
2020-04-25,ÅBY,7,MISS SOBER,s,5,Robert Bergh,1,"51,63","3,31 - 8,61",5,AUTOSTART,2140M,2140,"1.13,0",57 900,200410,Färjestad,Robert Bergh,0,2140,4,"13,9a","7,52",100',191207,Åby,Robert Bergh,0,2140,1,"13,6a","5,50",125',191130,Gävle,Dwight Pieters,2,2180,1,"13,8","9,71",125',191103,Axevalla,Robert Bergh,5,2160,5,"14,7","4,12",35',191028,Eskilstuna,Carl Johan Jepson,1,3140,6,"16,1a","4,02",40'
2020-04-25,ÅBY,7,RACING BRODDA,s,5,Rikard N Skoglund,8,"15,11","1,85 - 4,24",6,AUTOSTART,2140M,2140,"1.13,1",199 194,191110,Eskilstuna,Rikard N Skoglund,4,2140,3,"12,2a","2,75",800',191027,Solvalla,Rikard N Skoglund,1,2140,6,"12,4a","3,00",200',190901,Jägersro,Rikard N Skoglund,1,2140,9,"12,1a","6,93",1000',190821,Jägersro,Rikard N Skoglund,1,2140,1,"12,3a","1,86",100',190721,Axevalla,Rikard N Skoglund,2,2640,11,"13,2a","16,33",1200'
2020-04-25,ÅBY,7,AU PAIR GIRL,s,5,Erik Adielsson,10,"57,23","4,30 - 11,56",7,AUTOSTART,2140M,2140,"1.13,2",18 899,200410,Färjestad,Erik Adielsson,4,2140,11,"13,5a","52,31",100',200331,Romme,Robert Bergh,3,2140,1,"13,9a","3,46",30',200318,Solvalla,Nicklas Westerholm,5,1640,5,"13,2a","11,30",60',200229,Bergsåker,Nicklas Westerholm,4,2160,2,"15,1","5,41",110',200111,Bergsåker,Erik Adielsson,3,2160,1,"14,8","13,57",110'
2020-04-25,ÅBY,7,LYX HÅLERYD,s,5,Björn Goop,6,"11,22","1,52 - 3,24",0,AUTOSTART,2140M,2140,"1.13,3",23 828,200410,Färjestad,Rikard N Skoglund,2,2140,8,"13,4a","20,66",100',200321,Bergsåker,Rikard N Skoglund,1,1660,6,"13,4","4,09",75',200303,Romme,Rikard N Skoglund,0,2140,1,"15,6","2,04",30',200215,Mantorp,Rikard N Skoglund,6,2160,1,"14,7","13,62",110',200129,Bergsåker,Rikard N Skoglund,1,2140,11,"16,6a","4,29",60'
2020-04-25,ÅBY,7,VELEGANCE,s,5,Peter Untersteiner,7,"70,44","5,07 - 13,90",0,AUTOSTART,2140M,2140,"1.13,4",26 389,200409,Jägersro,Peter Untersteiner,3,1640,1,"10,5a","4,13",30',200328,Solvalla,Johan Untersteiner,4,2160,4,"13,3","24,39",220',200304,Jägersro,Peter Untersteiner,2,1640,1,"12,1a","1,89",60',200222,Axevalla,Peter Untersteiner,1,2160,5,"15,8","11,05",110',200211,Jägersro,Peter Untersteiner,2,2140,3,"15,3a","2,84",30'
2020-04-25,ÅBY,7,BLUERIDGE SUN,s,5,Jorma Kontio,2,"53,69","4,55 - 12,36",0,AUTOSTART,2140M,2140,"1.13,6",73 634,200410,Färjestad,Jorma Kontio,6,2140,9,"13,6a","20,63",100',(200208),Forus,Magnus Teien Gundersen,1,2040,,"14,4a","5,40",,191221,Drammen,Magnus Teien Gundersen,0,2100,,"16,1ag","3,50",,191116,Bjerke,Magnus Teien Gundersen,4,2100,,"15,1a","7,60",,191019,Momarken,Magnus Teien Gundersen,1,1640,,"12,5a","1,80",
2020-04-25,ÅBY,7,ALEPPO PINE,s,5,Torbjörn Jansson,4,"27,57","2,45 - 6,04",0,AUTOSTART,2140M,2140,"1.13,8",77 260,200410,Färjestad,Torbjörn Jansson,d,2140,5,11ag,"8,54",100',191110,Eskilstuna,Kenneth Haugstad,6,2140,11,"12,8a","47,23",800',191027,Solvalla,Örjan Kihlström,3,2140,5,"12,9a","1,98",200',191015,Axevalla,Örjan Kihlström,1,2140,12,"13,9a","3,33",110',190924,Solvalla,Örjan Kihlström,1,2140,3,"13,5a","2,00",60'
2020-04-25,ÅBY,7,ZAIRA DEL RONCO,s,5,Christian Fiore,12,"151,40","10,22 - 28,94",d,AUTOSTART,2140M,2140,12g,9 875,200404,Jägersro,Christian Fiore,d,2160,9,m10g,"17,70",110',200328,Kalmar,Christian Fiore,3,1640,9,"14,5a","4,23",25',200318,Jägersro,Christian Fiore,5,1640,4,"13,5ag","3,16",60',200205,Jägersro,Christian Fiore,0,2140,5,"15,1ag","1,55",60',200122,Jägersro,Christian Fiore,1,1640,7,"11,8a","8,23",60'
2020-05-02,ÖREBRO,1,ELECTRICAL STORM,v,6,Mattias Djuse,1,"6,89","2,27",1,VOLTSTART,3140M,3160,"1.14,3",25 279,200416,Bollnäs,Mattias Djuse,1,2160,4,"15,1","1,85",25',200208,Solvalla,Mattias Djuse,5,2140,8,"12,8a","13,59",220',200122,Solvalla,Mattias Djuse,1,2160,7,"13,5","3,30",60',191228,Romme,Ulf Ohlsson,1,2640,6,"15,8","2,15",125',191217,Solvalla,Mattias Djuse,1,2640,7,"14,7a","4,33",60'
2020-05-02,ÖREBRO,1,TENGIL FACE,v,5,Adrian Kolgjini,1,"8,88","2,80",2,VOLTSTART,3140M,3140,"1.14,8",15 091,200412,Romme,Erik Adielsson,1,3140,5,"15,4a","4,16",110',200404,Jägersro,Lutfi Kolgjini,6,1640,2,"12,7a","21,66",110',200314,Halmstad,Adrian Kolgjini,0,2140,12,uag,"14,72",110',200226,Åby,Adrian Kolgjini,2,2640,10,"15,0a","2,23",40',200201,Åby,Adrian Kolgjini,3,2160,1,"14,8","5,48",150'
2020-05-02,ÖREBRO,1,FIGARO VICI,h,5,Björn Goop,4,"4,01","1,85",3,VOLTSTART,3140M,3160,"1.14,5",46 715,200409,Gävle,Jörgen Westholm,3,1660,2,"12,8","4,03",100',200313,Enghien,Francois Lagadeuc,1,2150,,"12,1a","3,60",,200223,Vincennes,Björn Goop,2,2700,,"13,5","8,60",,200206,Vincennes,Franck Ouvrie,2,2700,,"13,7","10,30",,200127,Vincennes,Björn Goop,1,2700,,"14,4","33,30",
2020-05-02,ÖREBRO,1,PACIFIC FACE,v,8,Giuseppe Lubrano,2,"31,37","6,08 - 8,66",4,VOLTSTART,3140M,3180,"1.14,1",22 624,200304,Jägersro,Thomas Uhrberg,2,2140,1,"13,3a","5,81",60',200111,Bergsåker,Giuseppe Lubrano,4,3140,2,"15,9a","8,25",125',191223,Mantorp,Giuseppe Lubrano,2,2640,9,"14,8a","2,85",100',191207,Åby,Giuseppe Lubrano,4,2140,10,"13,5","6,37",150',191106,Åby,Giuseppe Lubrano,1,2180,3,"12,6","19,18",150'
2020-05-02,ÖREBRO,1,HARD TIMES,h,6,Ulf Ohlsson,1,"17,89","4,42 - 6,20",5,VOLTSTART,3140M,3180,"1.14,1",58 129,200423,Gävle,Jimmy H Andersson,0,2640,3,"13,9a","16,18",35',200407,Bergsåker,Ulf Ohlsson,k,2140,1,"16,9",gdk,,200220,Vincennes,Nicolas Bazire,2,2875,,"13,7","2,40",,200213,Vincennes,Nicolas Bazire,d,2850,,-,"26,70",,200202,Vincennes,Jean Michel Bazire,d,2700,,-,"5,00",
2020-05-02,ÖREBRO,1,MCGARRET,v,5,Micael Stjernström,3,"10,71","2,47 - 3,33",6,VOLTSTART,3140M,3140,"1.15,1g",17 512,200416,Örebro,Micael Stjernström,3,2100,1,"14,0a","7,47",30',200328,Kalmar,Micael Stjernström,0,2140,9,"14,9a","5,16",25',191124,Eskilstuna,Micael Stjernström,4,2640,8,"16,9a","3,15",35',191102,Solvalla,Micael Stjernström,5,2140,3,"13,6a","17,73",250',191019,Romme,Micael Stjernström,2,2140,10,"13,7a","5,24",125'
2020-05-02,ÖREBRO,1,RAJESH FACE,v,7,Erik Adielsson,4,"11,13","3,18 - 4,37",7,VOLTSTART,3140M,3180,"1.14,2g",48 959,200425,Åby,Sofia Adolfsson,3,2140,5,"12,9a","1,91",125',200404,Jägersro,Sofia Adolfsson,1,1640,3,"11,8a","1,55",40',200318,Jägersro,Adrian Kolgjini,k,2140,7,"14,2",gdk,,200126,Vincennes,Adrian Kolgjini,d,2100,,-a,"102,10",,200115,Frankrike,Antoine Wiels,3,2625,,"13,2","4,80",
2020-05-02,ÖREBRO,1,SUPER NICE,h,7,Torbjörn Jansson,3,"8,48","2,36 - 3,17",0,VOLTSTART,3140M,3180,"1.14,3",58 370,200412,Romme,Torbjörn Jansson,0,2140,7,"14,1a","58,05",150',200328,Solvalla,Torbjörn Jansson,4,2140,1,"11,3a","18,90",300',200307,Färjestad,Torbjörn Jansson,7,2140,9,"13,1a","19,65",150',200215,Mantorp,Torbjörn Jansson,1,2140,4,"13,6a","15,72",150',191031,Visby,Claes Sjöström,0,2120,7,"15,9a","3,49",25'
2020-05-02,ÖREBRO,1,MAKING LOVE,v,9,Örjan Kihlström,3,"18,23","3,97 - 5,55",0,VOLTSTART,3140M,3160,"1.14,7",21 582,200313,Cagnes sur Mer,Pierre Vercruysse,1,2925,,"15,2","6,60",,200307,Cagnes sur Mer,Dominik Locqueneux,3,1609,,"11,4a","5,40",,200205,Vincennes,Daniel Parling,4,2100,,"11,9a","148,60",,200112,Frankrike,Daniel Parling,d,2850,,-,-,,200105,Frankrike,Daniel Parling,4,2550,,"14,1","8,30",
2020-05-02,ÖREBRO,1,LOVER FACE,v,12,Jorma Kontio,8,"42,37","8,91 - 12,83",0,VOLTSTART,3140M,3180,"1.14,3",34 343,200423,Gävle,Jorma Kontio,5,2640,5,"13,6a","16,97",35',200407,Axevalla,Ville Karhulahti,2,2160,2,"13,2","29,40",35',200324,Jägersro,Christoffer Eriksson,5,2140,7,"14,1a","37,57",30',200315,Axevalla,Ulf Ohlsson,4,2140,3,"15,0a","7,11",35',200226,Solvalla,Ulf Eriksson,3,2160,4,"12,9","72,67",100'
2020-05-02,ÖREBRO,1,PERFECT DYNAMITE,v,7,Ante Lisell,7,"38,29","8,24 - 11,85",0,VOLTSTART,3140M,3180,"1.14,3",31 245,200410,Färjestad,Rikard N Skoglund,0,3200,1,"15,0","17,00",100',200320,Romme,Rikard N Skoglund,2,3200,1,"16,4","6,86",60',200229,Bergsåker,Ante Lisell,0,2140,9,"14,6ag","7,10",125',200215,Mantorp,Ante Lisell,d,2640,4,uag,"5,13",125',200125,Eskilstuna,Ante Lisell,1,3200,4,"14,7","7,70",100'
2020-05-02,ÖREBRO,1,FLASH HAMMERING,h,7,Jörgen Westholm,2,"47,50","9,48 - 13,65",0,VOLTSTART,3140M,3160,"1.15,2",29 522,200412,Romme,Jörgen Westholm,0,2640,8,"15,1a","43,38",125',200130,Frankrike,Franck Jamard,7,2700,,"16,4","7,20",,200120,Frankrike,Nicolas Ensch,1,2650,,"15,3","10,00",,191231,Vincennes,Mathieu Mottier,0,2850,,"16,2","118,70",,191206,Vincennes,Mathieu Mottier,5,2100,,"14,1a","69,60",
2020-05-02,ÖREBRO,1,VIKENS DOME,v,6,Thomas Dalborg,2,"53,39","9,38 - 13,52",d,VOLTSTART,3140M,3140,12g,10 870,200421,Axevalla,Thomas Dalborg,5,2660,3,"15,6","2,83",25',200120,Färjestad,Thomas Dalborg,3,2140,12,"14,2a","4,58",35',200112,Örebro,Thomas Dalborg,1,2100,10,"15,3a","6,85",35',200102,Åby,Johan L Sundgren,0,1640,7,"14,2a","19,25",35',191202,Färjestad,Thomas Dalborg,4,2140,7,"15,7a","6,48",25'
2020-05-02,ÖREBRO,2,SEISMIC WAVE,v,5,Örjan Kihlström,9,"1,84","1,31",1,AUTOSTART,1609M,1609,"1.11,0",43 771,191226,Solvalla,Örjan Kihlström,1,2140,3,"12,7a","2,09",250',191130,Gävle,Örjan Kihlström,1,2140,11,"13,4a","2,18",125',191110,Eskilstuna,Örjan Kihlström,1,2140,8,"13,1a","1,75",100',191013,Hamburg,Jorma Kontio,0,2200,,"14,1a","3,95",,190923,Örebro,Jorma Kontio,1,2100,5,"13,7a","1,36",25'
2020-05-02,ÖREBRO,2,RANDEMAR R.D.,v,6,Peter Untersteiner,3,"7,36","2,01",2,AUTOSTART,1609M,1609,"1.11,2",28 629,200415,Jägersro,Peter Untersteiner,1,1640,5,"10,7a","2,36",40',200208,Solvalla,Peter Untersteiner,d,2140,1,12ag,"26,01",220',200118,Kalmar,Henriette Larsen,d,1640,8,10ag,"24,81",110',200104,Jägersro,Peter Untersteiner,2,2140,11,"13,8a","5,40",110',191221,Halmstad,Henriette Larsen,d,1640,9,10ag,"5,40",125'
2020-05-02,ÖREBRO,2,ZAP DI GIRIFALCO,h,5,Björn Goop,7,"12,34","2,38",3,AUTOSTART,1609M,1609,"1.11,4",20 444,200223,Neapel,Antonio Di Nardo,d,1600,,0a,"1,70",,200223,Neapel,Antonio Di Nardo,2,1600,,"12,3a","1,20",,200121,Neapel,Antonio Di Nardo,1,1600,,"12,2a","1,40",,191231,Neapel,Antonio Di Nardo,1,1600,,"11,9a","2,80",,191222,Bologna,Antonio Di Nardo,4,2060,,"15,4a","3,90",
2020-05-02,ÖREBRO,2,CONCRETE DEE,v,5,Kenneth Haugstad,4,"43,92","3,68 - 6,73",4,AUTOSTART,1609M,1609,"1.11,4",25 868,200325,Solvalla,Kenneth Haugstad,6,1640,5,"12,2a","8,12",60',200311,Solvalla,Kenneth Haugstad,2,2140,1,"14,8a","3,49",60',200226,Solvalla,Kenneth Haugstad,2,2140,3,"13,7a","3,65",60',200122,Solvalla,Kenneth Haugstad,3,2140,4,"14,6a","5,33",60',200108,Solvalla,Kenneth Haugstad,2,1640,1,"12,3a","3,41",60'
2020-05-02,ÖREBRO,2,SYOSS,v,7,Mats E Djuse,5,"18,78","2,97 - 5,30",5,AUTOSTART,1609M,1609,"1.11,7",13 917,200422,Bergsåker,Mats E Djuse,1,1640,3,"13,2a","2,43",60',200411,Dannero,Daniel Wäjersten,4,3160,2,"17,2","5,61",75',191218,Bjerke,Eirik Höitomt,4,1609,,"13,3a","4,50",,191201,Sörlandet,Geir Mikkelsen,2,1609,,"14,2a","1,45",,191117,Sörlandet,Geir Mikkelsen,1,2180,,"15,8","3,50",
2020-05-02,ÖREBRO,2,BETTER BOSS,v,6,Iikka Nurmonen,8,"10,15","2,10 - 3,55",6,AUTOSTART,1609M,1609,"1.11,8",15 211,200418,Umåker,Iikka Nurmonen,1,2140,9,"12,6a","1,89",110',200314,Vermo,Iikka Nurmonen,1,2120,,"14,0a","1,30",,200229,Lahti,Iikka Nurmonen,1,2140,,"13,4a","1,90",,200220,Lahti,Iikka Nurmonen,1,2140,,"14,5a","1,60",,200206,Lahti,Iikka Nurmonen,1,2140,,"16,4a","1,10",
2020-05-02,ÖREBRO,2,DEEP POCKETS,v,5,Erik Adielsson,12,"58,60","6,41 - 12,07",7,AUTOSTART,1609M,1609,"1.11,9",41 928,200412,Romme,Erik Adielsson,0,1640,2,uag,"13,53",110',200401,Solvalla,Erik Adielsson,2,1640,7,"11,3a","3,14",60',200311,Solvalla,Erik Adielsson,3,2140,5,"14,9a","6,26",60',191123,Jägersro,Erik Adielsson,5,1640,2,"12,3a","3,70",125',191110,Eskilstuna,Erik Adielsson,6,2140,7,"13,2a","50,93",800'
2020-05-02,ÖREBRO,2,BETTING REBEL,v,6,Ulf Ohlsson,10,"61,27","6,51 - 12,28",0,AUTOSTART,1609M,1609,"1.11,9",11 422,200412,Romme,Oskar Kylin Blom,0,1640,1,"15,4ag","23,72",110',200328,Solvalla,Ulf Ohlsson,4,2140,1,"13,1a","8,46",220',200320,Solvalla,Ulf Ohlsson,1,1640,1,"11,9a","3,20",40',200307,Färjestad,Ulf Ohlsson,2,2140,3,"13,9","6,29",110',200228,Eskilstuna,Ulf Ohlsson,1,2140,6,"15,7a","3,76",25'
