datum,bana,avd,häst,kön,ålder,kusk,spår,vodds,podds,plac,start,lopp_dist,dist,tid,kr,h1_dat,h1_bana,h1_kusk,h1_plac,h1_dist,h1_spår,h1_kmtid,h1_odds,h1_pris,h2_dat,h2_bana,h2_kusk,h2_plac,h2_dist,h2_spår,h2_kmtid,h2_odds,h2_pris,h3_dat,h3_bana,h3_kusk,h3_plac,h3_dist,h3_spår,h3_kmtid,h3_odds,h3_pris,h4_dat,h4_bana,h4_kusk,h4_plac,h4_dist,h4_spår,h4_kmtid,h4_odds,h4_pris,h5_dat,h5_bana,h5_kusk,h5_plac,h5_dist,h5_spår,h5_kmtid,h5_odds,h5_pris
2020-07-19,AXEVALLA,3,KORONA PHARMA,s,3,Rick Ebbinge,7,"152,28","6,87 - 16,55",7,AUTOSTART,2140M,2140,"1.13,6",26 237,200701,Lindesberg,Örjan Kihlström,5,1640,7,"13,0a","24,87",60',200618,Wolvega,Paul J P Hagoort,k,2100,,"15,0a",gdk,,200517,Charlottenlund,Robin Bakker,0,2000,,distag,"12,20",,191220,Wolvega,Joseph Verbeeck,2,1609,,"14,9a","17,60",,191207,Wolvega,Joseph Verbeeck,6,1609,,"15,5a","10,20",
2020-07-19,AXEVALLA,3,TITAN YODA,v,3,Adrian Kolgjini,4,"14,41","2,19 - 4,63",d,AUTOSTART,2140M,2140,8g,27 100,200702,Halmstad,Lutfi Kolgjini,0,2140,3,"15,7ag","3,66",125',200617,Solvalla,Adrian Kolgjini,3,2140,4,"13,5a","3,19",100',200508,Kalmar,Adrian Kolgjini,1,2140,3,"14,9a","1,41",40',200423,Halmstad,Adrian Kolgjini,1,2140,7,"14,8a","2,76",40',200409,Jägersro,Adrian Kolgjini,1,2140,8,"16,4g","3,11",30'
2020-07-19,AXEVALLA,3,EAGLE IN THE SKY,h,3,Erik Adielsson,2,"77,20","4,19 - 9,84",d,AUTOSTART,2140M,2140,9g,12 428,200708,Åmål,Carl Johan Jepson,1,2080,4,"17,0","3,03",40',200606,Lindesberg,Martijn de Haan,6,2140,9,"17,6a","5,40",40',200523,Gävle,Martijn de Haan,3,2140,6,"14,7a","15,29",40',200512,Eskilstuna,Kim Eriksson,4,2140,6,"17,6g","8,99",40',200429,Solvalla,Martijn de Haan,4,2140,2,"15,0a","22,78",60'
2020-07-19,AXEVALLA,4,GALILEO AM,h,4,Jorma Kontio,5,"5,84","2,57",1,VOLTSTART,2140M,2160,"1.13,3",22 842,200701,Lindesberg,Rikard N Skoglund,2,2140,6,"12,9a","7,20",60',200620,Rättvik,Jorma Kontio,d,2140,5,9ag,"15,03",110',200530,Solvalla,Jorma Kontio,4,2140,8,"13,6a","1,69",60',200508,Solvalla,Jorma Kontio,1,2140,11,"13,5a","1,35",40',200417,Solvalla,Jorma Kontio,1,2140,1,"13,2a","1,67",40'
2020-07-19,AXEVALLA,4,VIKENS BRUMMER,v,4,Magnus Jakobsson,2,"191,87","19,92",2,VOLTSTART,2140M,2160,"1.13,7",12 395,200512,Axevalla,Magnus Jakobsson,0,2160,4,ug,"10,82",30',200429,Åby,Magnus Jakobsson,2,2140,10,"14,4a","47,21",40',200401,Axevalla,Magnus Jakobsson,4,2660,8,"16,5","10,82",25',200317,Örebro,Magnus Jakobsson,0,2640,8,"17,2","21,86",30',200222,Axevalla,Magnus Jakobsson,0,3160,4,"18,2","20,90",100'
2020-07-19,AXEVALLA,4,BARON FRONTLINE,v,4,Robert Bergh,8,"13,40","4,28",3,VOLTSTART,2140M,2140,"1.14,5",15 628,200711,Årjäng,Robert Bergh,1,2160,1,"15,1","2,27",25',200702,Halmstad,Robert Bergh,5,2140,5,"13,9a","3,50",100',200620,Lindesberg,Thomas Dalborg,1,2140,10,"15,1ag","2,82",22',200611,Åby,Robert Bergh,2,2660,4,"16,7","2,21",30',200527,Åby,Robert Bergh,1,2140,1,"15,7","3,28",30'
2020-07-19,AXEVALLA,4,MILLMIGHTY,h,4,Paw Mahony,7,"23,01","3,53 - 6,68",4,VOLTSTART,2140M,2160,"1.13,9",18 400,200709,Örebro,Paw Mahony,4,2100,4,"13,4a","18,52",75',200624,Åmål,Paw Mahony,2,2480,8,"15,4a","7,04",60',200522,Årjäng,Paw Mahony,3,2140,6,"14,3","3,43",50',200510,Årjäng,Paw Mahony,2,2140,4,"15,1a","5,42",35',200419,Årjäng,Paw Mahony,1,2160,3,"16,2","6,20",20'
2020-07-19,AXEVALLA,4,HIGH ROLLER SOX,v,4,Peter Untersteiner,1,"25,98","3,42 - 6,46",5,VOLTSTART,2140M,2140,"1.14,6",8 044,200710,Axevalla,Peter Untersteiner,3,2140,2,"17,1g","1,81",15',200513,Jägersro,Peter Untersteiner,5,2140,5,"15,8a","9,29",30',200429,Åby,Peter Untersteiner,3,2660,3,"16,7","3,83",30',200416,Åby,Peter Untersteiner,0,2140,12,"19,9g","5,55",30',191226,Solvalla,Peter Untersteiner,d,2140,5,10g,"6,20",70'
2020-07-19,AXEVALLA,4,ISAN,s,4,Hans Crebas,6,"81,95","6,98 - 13,92",6,VOLTSTART,2140M,2140,"1.14,7",8 957,200707,Vaggeryd,Hans Crebas,2,2140,2,"16,1a","3,21",20',200618,Axevalla,Hans Crebas,2,2140,1,"16,7a","8,91",25',200226,Gelsenkirchen,Kurt Roeges,2,2000,,"16,1","7,40",,190903,Hamburg,Kurt Roeges,2,1680,,"15,5a","7,80",,190825,Berlin,Kurt Roeges,4,1900,,"16,7a","18,30",
2020-07-19,AXEVALLA,4,SHADOWS YANKEE,h,4,Carl Johan Jepson,4,"55,14","6,61 - 13,15",7,VOLTSTART,2140M,2140,"1.14,7",13 503,200705,Jarlsberg,Vidar Hop,4,1609,,"14,8a","6,30",,(200627),Momarken,Vidar Hop,3,2140,,"14,5a","12,60",,200605,Årjäng,Kim Pedersen,4,2140,9,"16,5a","6,69",20',200522,Årjäng,Björn Steine,1,2640,1,"19,1a","1,60",20',200511,Färjestad,Björn Goop,1,2140,8,"17,0","1,38",25'
2020-07-19,AXEVALLA,4,SAMVAIS,h,4,Tuomas Korvenoja,1,"23,53","3,66 - 6,96",0,VOLTSTART,2140M,2160,"1.14,0g",13 109,200705,Lahti,Tuomas Korvenoja,2,2140,,"13,0a","15,00",,200620,Rättvik,Tuomas Korvenoja,0,2140,11,"13,7a","55,46",110',200527,Örebro,Tuomas Korvenoja,2,2100,6,"12,6a","12,89",60',200513,Solvalla,Tuomas Korvenoja,1,1640,11,"13,9a","35,56",40',191130,Åbo,Tuomas Korvenoja,9,2100,,"15,9a","93,20",
2020-07-19,AXEVALLA,4,GANGNAM STYLE K.,h,4,Marc Elias,6,"24,50","3,54 - 6,69",0,VOLTSTART,2140M,2160,"1.16,1g",15 835,200704,Halmstad,Marc Elias,3,3140,1,"15,0a","13,09",110',200617,Solvalla,Marc Elias,2,2140,7,"13,4a","16,73",50',200607,Axevalla,Marc Elias,3,2640,12,"15,3a","9,63",35',200521,Jägersro,Marc Elias,4,2140,1,"13,5a","9,07",35',200508,Kalmar,Marc Elias,3,2160,9,"15,1","8,12",25'
2020-07-19,AXEVALLA,4,G.K.ALOUETTE,s,4,Erik Adielsson,5,"171,66","16,27 - 33,31",0,VOLTSTART,2140M,2140,"1.17,0g",9 816,200710,Axevalla,Torbjörn Jansson,0,2640,6,"16,1a","228,93",75',200616,Visby,Felicia Molin,7,2120,1,"18,6g","15,67",50',200605,Romme,Felicia Molin,2,2140,1,"17,1","3,99",30',200520,Solvalla,Felicia Molin,8,2140,11,"15,9a","37,35",50',200506,Solvalla,Alice Molin,0,2140,7,"16,0a","60,56",40'
2020-07-19,AXEVALLA,4,M.T.ODAKOTA,s,4,Adrian Kolgjini,3,"79,62","12,38 - 25,25",0,VOLTSTART,2140M,2160,"1.16,3g",12 207,200514,Åby,Adrian Kolgjini,0,1640,12,"13,8a","11,36",35',200505,Jägersro,Adrian Kolgjini,5,1640,11,"13,7a","20,91",35',200417,Kalmar,Adrian Kolgjini,d,2140,8,8ag,"16,18",25',200402,Åby,Adrian Kolgjini,d,2140,2,5g,"18,98",40',200218,Jägersro,Adrian Kolgjini,3,2140,6,"16,1a","5,54",35'
2020-07-19,AXEVALLA,4,ENCORE CLOC,h,4,Henrik Lönborg,4,"27,81","3,52 - 6,67",0,VOLTSTART,2140M,2160,"1.16,6g",18 449,200619,Århus,Henrik Lönborg,3,2360,,"16,5a","5,28",,200601,Skive,Henrik Lönborg,1,2060,,"13,3a","1,95",,200512,Charlottenlund,Henrik Lönborg,1,2000,,"14,1a","2,18",,200423,Billund,Henrik Lönborg,1,1900,,"14,5a","2,20",,191006,Charlottenlund,Henrik Lönborg,0,2500,,"15,9a","36,09",
2020-07-19,AXEVALLA,4,VICE VERSA DIAMANT,v,4,Rick Ebbinge,2,"2,06","1,27 - 1,53",0,VOLTSTART,2140M,2140,"1.21,4g",30 354,200610,Vaggeryd,Robin Bakker,1,2640,10,"15,3","2,21",60',200521,Jägersro,Robin Bakker,1,2140,1,"15,1a","1,34",30',200306,Wolvega,Robin Bakker,1,2100,,"15,7a","2,00",,200221,Wolvega,Robin Bakker,1,2100,,"16,0a","2,20",,200103,Wolvega,Robin Bakker,k,2100,,"18,0a",gdk,
2020-07-19,AXEVALLA,4,JAXON V.S.,v,4,André Eklundh,3,"6,62","1,68 - 2,81",d,VOLTSTART,2140M,2140,ug,8 690,200702,Halmstad,André Eklundh,4,2140,6,"13,8a","29,22",100',200612,Solvalla,Erik Adielsson,0,2140,2,"15,3ag","1,71",40',200526,Axevalla,Kajsa Ljunghager,1,2140,7,"15,2a","4,91",25',190908,Gelsenkirchen,Kurt Roeges,3,2600,,"16,6a","3,50",,190804,Berlin,Kurt Roeges,5,1900,,"15,0a","15,80",
2020-07-19,AXEVALLA,4,EDDIE THE EAGLE,v,4,Michael Lönborg,7,"25,13","3,40 - 6,40",d,VOLTSTART,2140M,2140,ug,13 813,200605,Charlottenlund,Michael Lönborg,1,2000,,"15,7","2,93",,200517,Charlottenlund,Michael Lönborg,3,2000,,"15,6a","6,10",,200429,Åby,Michael Lönborg,4,2640,3,"16,1","2,48",60',200409,Jägersro,Michael Lönborg,1,2640,8,"15,8","6,57",30',200106,Skive,Michael Lönborg,1,2060,,"17,7a","1,63",
2020-07-19,AXEVALLA,5,SYRIA DÅ,s,6,Jan Henriksson,2,"35,40","5,69",1,VOLTSTART,1640M,1640,"1.13,4",13 222,200627,Vaggeryd,Tova Bengtsson,2,2640,6,"16,7","4,02",40',200610,Vaggeryd,Jan Henriksson,2,1640,9,"14,3a","30,49",60',200517,Vaggeryd,Jan Henriksson,1,2140,4,"17,2","13,36",20',200428,Axevalla,Jan Henriksson,1,2140,1,"18,2","2,43",25',200413,Halmstad,Christian Sejer,2,2140,3,"17,7","30,42",25'
2020-07-19,AXEVALLA,5,EXPENSIVE ATTITUDE,s,4,Erik Adielsson,5,"4,01","2,43",2,VOLTSTART,1640M,1640,"1.13,5",11 851,200704,Århus,Birger Jörgensen,d,1800,,0ag,"2,51",,200619,Århus,Birger Jörgensen,1,1800,,"14,6a","17,58",,190824,Charlottenlund,Christian Lindhardt,0,2000,,"15,0ag","100,00",,190728,Århus,Birger Jörgensen,5,1800,,"16,2a","5,32",,190706,Århus,Birger Jörgensen,1,1800,,"17,7a","3,94",
2020-07-19,AXEVALLA,5,VIRGIN MAIDEN,s,6,Marc Elias,8,"15,75","4,79",3,VOLTSTART,1640M,1660,"1.12,6",18 066,200621,Kalmar,Conrad Lugauer,4,2160,8,"13,9","24,63",110',200528,Halmstad,Conrad Lugauer,1,1640,1,"11,7a","6,81",25',200513,Jägersro,Conrad Lugauer,0,1640,8,"12,7a","9,30",40',200415,Jägersro,Conrad Lugauer,3,1640,4,"12,4a","2,58",60',200304,Jägersro,Conrad Lugauer,1,1640,8,"12,0a","5,81",60'
2020-07-19,AXEVALLA,5,POLLY AVENUE,s,6,Magnus Jakobsson,2,"5,75","1,94 - 2,63",4,VOLTSTART,1640M,1660,"1.12,7",39 215,200709,Örebro,Magnus Jakobsson,4,2100,9,"13,3a","7,22",30',200621,Kalmar,Magnus Jakobsson,3,2160,7,"13,9","3,06",110',200525,Färjestad,Magnus Jakobsson,2,2140,13,"13,4a","3,25",35',191109,Eskilstuna,Magnus Jakobsson,1,2160,3,"15,6","2,89",100',191013,Åmål,Magnus Jakobsson,1,2080,4,"13,9a","1,81",20'
2020-07-19,AXEVALLA,5,FIXIE,s,8,Ole Johan Östre,3,"51,32","8,18 - 12,18",5,VOLTSTART,1640M,1660,"1.12,8",7 719,200711,Årjäng,Ulf Ohlsson,5,2140,5,"14,2a","4,83",25',200624,Åmål,Ulf Ohlsson,2,2080,11,"13,5a","64,45",60',200605,Årjäng,Ole Johan Östre,2,2160,1,"15,2","20,47",25',200511,Färjestad,Emma Ivarsson,0,2140,6,"14,7a","14,84",25',200427,Färjestad,Emma Ivarsson,1,2140,3,"14,8a","56,64",25'
2020-07-19,AXEVALLA,5,MISS DUFFY,s,5,Rikard N Skoglund,1,"77,58","9,14 - 13,65",6,VOLTSTART,1640M,1660,"1.12,9",12 816,200703,Lycksele,Jimmy H Andersson,d,2140,7,11ag,"6,90",25',200618,Dannero,Rikard N Skoglund,2,2160,1,"14,6","23,15",35',200607,Hagmyren,Olle Wäjersten,2,2160,7,"16,0","7,78",30',200523,Umåker,Jimmy H Andersson,0,1640,12,"15,8","5,21",25',200502,Gävle,Magnus A Djuse,3,2140,10,"14,4a","13,59",30'
2020-07-19,AXEVALLA,5,OLGA UTCA,s,6,Stefan Persson,4,"60,17","6,40 - 9,45",7,VOLTSTART,1640M,1660,"1.13,0",11 077,200606,Kalmar,Stefan Persson,3,2160,2,"15,4","26,66",30',200322,Färjestad,Sara Brodin,0,2140,14,"14,3a","26,26",35',200314,Halmstad,Stefan Persson,0,2160,7,"14,8","26,66",110',200215,Mantorp,Erik Adielsson,4,2160,7,"14,6","8,79",110',200202,Kalmar,Stefan Persson,1,2160,4,"14,9","3,24",35'
2020-07-19,AXEVALLA,5,CINNAMON SPITFIRE,s,5,Joakim Lövgren,9,"125,91","11,53 - 17,21",0,VOLTSTART,1640M,1660,"1.13,6",7 379,200609,Jägersro,Joakim Lövgren,6,2140,7,"14,7","77,74",110',200526,Jägersro,Tyler Mifsud,2,1640,5,"13,2a","9,24",30',200516,Jägersro,Bernardo Grasso,3,2140,1,"16,7a","1,70",10',200421,Jägersro,Bernardo Grasso,4,2140,8,"16,4","10,16",30',200406,Halmstad,Joakim Lövgren,2,2160,5,"15,1","12,94",10'
2020-07-19,AXEVALLA,5,RAPIDE CASH,s,6,Carl Johan Jepson,10,"29,24","5,69 - 8,36",0,VOLTSTART,1640M,1660,"1.14,3g",16 328,200625,Örebro,Carl Johan Jepson,6,2160,6,"14,6g","3,24",25',200601,Färjestad,Carl Johan Jepson,2,2660,4,"15,3","3,96",30',200511,Färjestad,Carl Johan Jepson,2,2160,2,"14,4","1,70",30',200425,Åby,Carl Johan Jepson,3,2640,4,"14,7","16,04",110',200404,Jägersro,Kim Eriksson,6,2160,4,"15,0","6,08",110'
2020-07-19,AXEVALLA,5,DARAH BIBO,s,5,Peter Untersteiner,5,"6,68","1,98 - 2,69",0,VOLTSTART,1640M,1660,"1.17,5g",30 500,200621,Kalmar,Peter Untersteiner,2,2160,3,"13,8","6,95",110',200606,Kalmar,Peter Untersteiner,1,2160,3,"14,6","1,54",30',200521,Jägersro,Peter Untersteiner,1,2140,4,"13,1a","1,97",35',200509,Åby,Johan Untersteiner,2,2140,6,"13,3a","6,19",40',200425,Åby,Peter Untersteiner,6,2640,2,"15,0","17,59",110'
2020-07-19,AXEVALLA,5,REXINE,s,5,Nicklas Korfitsen,6,"4,16","1,76 - 2,24",d,VOLTSTART,1640M,1660,10g,21 839,200702,Halmstad,Sören Klitgaard,3,1640,1,"11,6a","8,05",125',200611,Åby,Nicklas Korfitsen,2,2140,12,"13,1a","8,11",35',200601,Skive,Nicklas Korfitsen,1,2060,,"13,9a","1,53",,200509,Åby,Björn Goop,3,2140,3,"14,2","1,43",110',200416,Åby,Nicklas Korfitsen,1,2140,7,"13,5a","1,44",30'
2020-07-19,AXEVALLA,5,DIVINE LEAGUE,s,4,Kaj Widell,1,"100,78","13,29 - 19,84",d,VOLTSTART,1640M,1640,ug,9 107,200605,Årjäng,Peter Ådefors,0,2140,6,"18,5g","7,96",25',200502,Örebro,Tom Fromell,d,2100,6,uag,"23,45",40',200415,Solvalla,Tom Fromell,2,2140,7,"15,0a","55,92",40',200322,Färjestad,Kaj Widell,4,2140,10,"16,2a","4,65",35',200307,Färjestad,Rikard N Skoglund,1,2140,2,"15,8a","12,83",30'
2020-07-19,AXEVALLA,5,SCARLET KNIGHTMARE,s,5,Hans Crebas,3,"15,27","2,90 - 4,09",d,VOLTSTART,1640M,1640,ug,7 730,200710,Årjäng,Dagfinn Aarum,0,2140,7,"20,4g","36,94",50',200619,Årjäng,Hans Crebas,4,2140,6,"16,4a","10,85",30',200527,Åby,Hans Crebas,2,2140,3,"15,6","12,93",30',200512,Axevalla,André Eklundh,2,1640,5,"14,9a","6,06",25',200428,Axevalla,Hans Crebas,2,2140,4,"16,3a","23,86",25'
2020-07-19,AXEVALLA,6,SAM THE MAN,h,5,Magnus Teien Gundersen,6,"3,44","1,77",1,AUTOSTART,2140M,2140,"1.13,3",28 754,200708,Bjerke,Magnus Teien Gundersen,2,2100,,"14,6a","1,50",,(200626),Momarken,Magnus Teien Gundersen,2,2140,,"12,9a","6,40",,200614,Bjerke,Svein O Wassberg,1,2100,,"13,4a","6,30",,200513,Bjerke,Magnus Teien Gundersen,4,2100,,"13,4a","5,08",,200425,Åby,Örjan Kihlström,0,2640,3,ua,"18,33",110'
2020-07-19,AXEVALLA,6,ROSSI PALEMA,v,5,Mikael J Andersson,9,"44,21","8,49",2,AUTOSTART,2140M,2140,"1.13,5",18 263,200708,Åmål,Mikael J Andersson,1,2480,5,"15,1a","2,32",20',200624,Åmål,Mikael J Andersson,5,2900,6,"16,1","6,81",60',200607,Axevalla,Susanne H Osterling,d,2140,8,7ag,"39,39",150',200526,Axevalla,Mikael J Andersson,1,2140,3,"14,3a","3,66",25',200427,Färjestad,Mikael J Andersson,3,2140,2,"14,3a","18,84",30'
2020-07-19,AXEVALLA,6,VOLARE GAR,v,6,Kim Eriksson,4,"10,41","3,52",3,AUTOSTART,2140M,2140,"1.13,6",13 431,200704,Halmstad,Kim Eriksson,0,2140,11,"14,0a","47,24",110',200612,Romme,Kim Eriksson,5,1640,8,"11,8a","4,87",40',200530,Solvalla,Kim Eriksson,1,1640,3,"11,2a","10,15",60',200318,Solvalla,Kim Eriksson,0,2640,8,"15,5a","3,19",60',200225,Jägersro,Kim Eriksson,1,2140,4,"14,4a","2,95",35'
2020-07-19,AXEVALLA,6,GIZMO DE VELUWE,h,7,Carl Johan Jepson,2,"14,70","1,94 - 3,34",4,AUTOSTART,2140M,2140,"1.13,8",19 613,200608,Halmstad,Henriette Larsen,2,1640,6,"11,8a","3,39",25',200601,Mantorp,Henriette Larsen,5,2140,2,"14,5a","6,09",35',200520,Åby,Kim Eriksson,4,1640,5,"11,5a","26,01",60',200425,Åby,Carl Johan Jepson,4,2140,9,"12,6a","79,10",110',200408,Åby,Carl Johan Jepson,4,3180,4,"14,9","27,97",60'
2020-07-19,AXEVALLA,6,ARAPAHO GHOSTDANCE,v,6,Adrian Kolgjini,1,"9,80","2,37 - 4,24",5,AUTOSTART,2140M,2140,"1.13,8",11 414,200702,Halmstad,Lutfi Kolgjini,d,2140,6,uag,"7,39",100',200622,Halmstad,Adrian Kolgjini,1,2140,9,"12,8a","11,02",30',200607,Axevalla,Malin Friman,d,2140,3,11ag,"28,30",150',200531,Solvalla,Dante Kolgjini,0,1640,3,"11,5a","12,62",150',200429,Åby,Dante Kolgjini,1,2140,5,"13,1a","11,07",60'
2020-07-19,AXEVALLA,6,B.W.T.CAESAR,h,6,Tuomas Korvenoja,11,"12,69","2,36 - 4,20",6,AUTOSTART,2140M,2140,"1.13,9",12 532,200705,Lahti,Tuomas Korvenoja,1,2140,,"12,6a","1,50",,200611,Lahti,Tuomas Korvenoja,0,2140,,"13,2a","4,00",,200525,Färjestad,Tuomas Korvenoja,1,2640,10,"13,2a","47,41",40',200506,Solvalla,Tuomas Korvenoja,5,2140,2,"13,9","48,89",40',191218,Vermo,Tuomas Korvenoja,4,1620,,"14,4a","5,80",
2020-07-19,AXEVALLA,6,TOWNSHEND BROLINE,v,5,Peter Untersteiner,7,"11,32","2,37 - 4,23",7,AUTOSTART,2140M,2140,"1.14,1",23 498,200702,Halmstad,Peter Untersteiner,2,3140,1,"14,4","21,17",200',200624,Åmål,Peter Untersteiner,1,2900,2,"15,6","25,41",60',200607,Axevalla,Kajsa Frick,7,2140,6,"14,1a","44,43",150',200528,Halmstad,Peter Zadel,8,2640,9,"15,0a","15,37",25',200328,Kalmar,Peter Zadel,2,2140,11,"14,5a","3,89",25'
2020-07-19,AXEVALLA,6,ERLING,v,4,Steen Juul,3,"17,98","3,00 - 5,55",0,AUTOSTART,2140M,2140,"1.14,1",30 538,200619,Århus,Knud Mönster,d,2360,,a,"7,34",,200605,Charlottenlund,Knud Mönster,5,2040,,"15,0","7,26",,200517,Charlottenlund,Jörgen Sjunnesson,3,2000,,"14,8ag","12,50",,200424,Charlottenlund,Jörgen Sjunnesson,2,2000,,"15,3a","2,40",,191117,Skive,Knud Mönster,7,2060,,"15,6a","3,33",
2020-07-19,AXEVALLA,6,CUARTO KÄBB,v,8,Örjan Kihlström,10,"28,92","3,68 - 6,98",0,AUTOSTART,2140M,2140,"1.14,1",13 859,200701,Lindesberg,Ulf Eriksson,0,2640,12,"15,0a","20,57",110',200607,Axevalla,Henriette Larsen,2,2140,11,"13,4a","11,63",150',200523,Gävle,Ulf Eriksson,7,2140,12,"13,6","74,96",110',200511,Färjestad,Per Nilsson,2,1640,3,"11,6a","5,60",30',200426,Solvalla,Carl Philip Lindblom,1,2660,2,"15,9","3,73",40'
2020-07-19,AXEVALLA,6,VAN GOGH Z.S.,v,6,Robert Bergh,12,"3,04","1,40 - 1,80",d,AUTOSTART,2140M,2140,4g,34 540,200626,Bergsåker,Robert Bergh,5,3160,2,"14,6","1,41",75',200613,Boden,Robert Bergh,1,2180,2,"13,1","1,37",50',200530,Solvalla,Per Lennartsson,5,2140,6,"12,9a","5,39",220',200418,Umåker,Per Lennartsson,1,2140,10,"14,2","3,82",110',200404,Jägersro,Robert Bergh,1,1640,6,"11,6a","2,11",110'
2020-07-19,AXEVALLA,6,GRINNEBYS ORION,v,9,Oskar Svanberg,5,"80,94","7,78 - 15,08",d,AUTOSTART,2140M,2140,ug,8 758,200517,Lindesberg,Jan Wickström,3,2140,9,"14,2a","28,97",25',200504,Mantorp,Oskar Svanberg,2,1640,12,"12,8a","33,63",25',200320,Solvalla,Oskar Svanberg,4,1640,11,"12,3a","30,23",40',200301,Mantorp,Oskar Svanberg,2,2140,8,"15,4a","17,95",35',191223,Mantorp,Oskar Svanberg,3,1640,11,"13,4a","23,61",100'
2020-07-19,AXEVALLA,7,JUNIOR BAND,v,5,Robert Bergh,6,"3,84","2,00",1,VOLTSTART,2140M,2140,"1.14,8",2 931,200710,Axevalla,Robert Bergh,0,2140,4,"18,3g","9,96",15',200509,Solänget,Martin Åkerlund,k,2140,1,"19,8",gdk,,200502,Solänget,Jimmy H Andersson,d,2640,1,6g,"9,15",10',200225,Bergsåker,Martin Åkerlund,k,2140,4,"21,4",gdk,,191112,Bergsåker,Mats E Djuse,d,1640,10,uag,"21,65",10'
2020-07-19,AXEVALLA,7,MILORD,v,7,Carl Johan Jepson,3,"4,38","1,65",2,VOLTSTART,2140M,2180,"1.13,5",9 768,200703,Arvika,Carl Johan Jepson,0,2500,4,"16,3a","4,32",30',200620,Lindesberg,Carl Johan Jepson,2,3180,3,"15,8","4,09",30',200512,Axevalla,Carl Johan Jepson,0,2160,8,"15,7","3,66",35',200427,Färjestad,Carl Johan Jepson,1,2140,8,"14,2a","11,27",30',200404,Jägersro,Carl Johan Jepson,3,3160,1,"15,3","27,90",100'
2020-07-19,AXEVALLA,7,SINISTER FACE,v,6,Thomas Dalborg,2,"76,79","7,10",3,VOLTSTART,2140M,2160,"1.14,3",6 321,200710,Axevalla,Rickard Svanstedt,5,2160,1,"16,6","67,75",15',200618,Axevalla,Niclas Fischer,7,2160,4,"15,9","31,77",15',200607,Axevalla,Kevin Oscarsson,3,1660,6,"15,7","4,89",15',200519,Axevalla,Rickard Svanstedt,5,2160,6,"16,9","13,35",15',190916,Halmstad,Niclas Fischer,0,1640,5,"15,8a","31,59",25'
2020-07-19,AXEVALLA,7,BULL LOCK,v,5,Niclas Stenquist,1,"31,72","4,07 - 7,71",4,VOLTSTART,2140M,2140,"1.15,2",5 850,200618,Axevalla,Niclas Stenquist,0,2140,10,"17,7a","28,45",25',200505,Axevalla,Niclas Stenquist,1,2140,11,"15,8a","10,86",10',191015,Axevalla,Mikael J Andersson,0,2140,2,"19,2","33,70",25',191003,Örebro,Mikael J Andersson,7,2160,3,"17,4g","12,87",25',190906,Axevalla,Mikael J Andersson,2,2140,7,"17,4","38,53",25'
2020-07-19,AXEVALLA,7,ABE WOODHULL,v,5,Johan L Sundgren,2,"28,90","3,48 - 6,49",5,VOLTSTART,2140M,2140,"1.15,2",4 781,200630,Axevalla,Johan L Sundgren,4,2140,3,"16,7","7,04",25',200618,Axevalla,Johan L Sundgren,2,2140,1,"15,9","16,20",15',200602,Axevalla,Victor Sundgren,0,2140,7,"25,8ag","5,66",10',191103,Axevalla,Oskar J Andersson,5,2160,5,"17,9","4,21",25',191019,Romme,Oskar J Andersson,0,2140,9,"17,8ag","21,59",30'
2020-07-19,AXEVALLA,7,APPALOOSA,s,5,Bo Falsig,4,"2,81","1,37 - 1,93",6,VOLTSTART,2140M,2180,"1.14,1",22 067,200704,Halmstad,Bo Falsig,0,2640,8,"15,2a","44,43",110',200527,Åby,Bo Falsig,4,2160,1,"13,1","9,38",100',200516,Mantorp,Bo Falsig,7,2160,5,"14,8g","12,96",110',200504,Färjestad,Bo Falsig,1,2180,3,"13,2","5,04",30',200416,Åby,Bo Falsig,5,2640,9,"14,4a","9,01",35'
2020-07-19,AXEVALLA,7,ALVENA VAGABOY,v,8,Mikael J Andersson,1,"80,56","7,08 - 13,93",7,VOLTSTART,2140M,2180,"1.14,2",6 963,200703,Arvika,Mikael J Andersson,0,2500,7,uag,"100,52",30',200613,Åmål,Andreas Andersson,8,2100,1,"16,0","73,99",20',200602,Axevalla,Iina Aho,3,2140,7,"15,5a","15,09",10',200514,Åby,Carlos Söderström,2,2180,4,"16,3","17,71",15',200503,Vaggeryd,Julia Andersson,5,2160,6,"16,5","41,21",35'
2020-07-19,AXEVALLA,7,CLAUDE DEBUSSY,v,7,Örjan Kihlström,2,"11,11","2,32 - 4,09",8,VOLTSTART,2140M,2180,"1.14,3",10 444,200711,Årjäng,Josefine Ivehag,0,1640,5,"16,0ag","26,50",50',200625,Örebro,Sofia Adolfsson,7,2180,1,"17,9g","3,96",25',200602,Axevalla,Josefine Ivehag,2,2140,8,"15,4a","7,27",10',200505,Axevalla,Fredrik Claesson,0,2160,6,"15,7","8,19",10',200421,Axevalla,Fredrik Claesson,k,2140,4,"17,7",gdk,
